COUNTRY,LOWER_OR_SINGLE_HOUSE_ELECTIONS,LOWER_OR_SINGLE_HOUSE_SEATS,LOWER_OR_SINGLE_HOUSE_WOMEN,LOWER_OR_SINGLE_HOUSE_PERCENT_W,UPPER_HOUSE_OR_SENATE_ELECTIONS,UPPER_HOUSE_OR_SENATE_SEATS,UPPER_HOUSE_OR_SENATE_WOMEN,UPPER_HOUSE_OR_SENATE_PERCENT_W
Lesotho,,120.0,28.0,233.0,,33.0,7.0,212.0
Czech Republic,,200.0,46.0,23.0,,81.0,12.0,148.0
Equatorial Guinea,,100.0,23.0,23.0,,72.0,12.0,167.0
Seychelles,,35.0,8.0,229.0,,,,
Morocco,,395.0,90.0,228.0,,120.0,14.0,117.0
Chile,,155.0,35.0,226.0,,43.0,12.0,279.0
Lao People's Democratic Republic,,164.0,36.0,22.0,,,,
Cambodia,,125.0,27.0,216.0,,62.0,10.0,161.0
Fiji,,51.0,11.0,216.0,,,,
Kenya,,347.0,75.0,216.0,,66.0,21.0,318.0
Indonesia,,575.0,121.0,21.0,,,,
Bangladesh,,350.0,73.0,209.0,,,,
Pakistan,,342.0,69.0,202.0,,100.0,19.0,19.0
Georgia,,150.0,29.0,193.0,,,,
Colombia,,170.0,32.0,188.0,,105.0,22.0,21.0
Romania,,329.0,61.0,185.0,,136.0,25.0,184.0
Azerbaijan,,121.0,22.0,182.0,,,,
Saint Vincent and the Grenadines,,22.0,4.0,182.0,,,,
Bahamas,,39.0,7.0,18.0,,16.0,7.0,438.0
Madagascar,,151.0,27.0,179.0,,18.0,2.0,111.0
Türkiye,,600.0,104.0,173.0,,,,
Kyrgyzstan,,117.0,20.0,171.0,,,,
Bhutan,,47.0,8.0,17.0,,25.0,4.0,16.0
Russian Federation,,450.0,74.0,164.0,,170.0,29.0,171.0
Paraguay,,80.0,13.0,163.0,,45.0,8.0,178.0
Gabon,,142.0,23.0,162.0,,67.0,16.0,239.0
Myanmar,,425.0,65.0,153.0,,216.0,31.0,144.0
Brazil,,513.0,78.0,152.0,,81.0,10.0,124.0
Zambia,,166.0,25.0,151.0,,,,
Malaysia,,222.0,33.0,149.0,,46.0,4.0,8699999999999999.0
Ghana,,275.0,40.0,146.0,,,,
India,,540.0,78.0,144.0,,241.0,27.0,112.0
Cyprus,,56.0,8.0,143.0,,,,
Côte d'Ivoire,,254.0,36.0,142.0,,99.0,19.0,192.0
Hungary,,199.0,26.0,131.0,,,,
Central African Republic,,140.0,18.0,129.0,,,,
Belize,,32.0,4.0,125.0,,14.0,5.0,357.0
Jordan,,130.0,15.0,115.0,,65.0,8.0,123.0
Saint Lucia,,18.0,2.0,111.0,,11.0,5.0,455.0
Liberia,,73.0,8.0,11.0,,30.0,2.0,67.0
Japan,,464.0,46.0,99.0,,244.0,56.0,23.0
Samoa,,44.0,4.0,91.0,,,,
Benin,,83.0,7.0,84.0,,,,
Algeria,,407.0,33.0,81.0,,141.0,8.0,57.0
Solomon Islands,,50.0,4.0,8.0,,,,
Kiribati,,45.0,3.0,67.0,,,,
Burkina Faso,,127.0,8.0,63.0,,,,
Palau,,16.0,1.0,63.0,,13.0,1.0,77.0
Nigeria,,360.0,13.0,36.0,,109.0,8.0,73.0
Kuwait,,65.0,1.0,15.0,,,,
Yemen,,250.0,0.0,0.0,,111.0,3.0,27.0
Guinea,,,,,,,,
Rwanda,,80.0,49.0,613.0,,26.0,9.0,346.0
Nicaragua,,91.0,47.0,517.0,,,,
Costa Rica,,57.0,27.0,474.0,,,,
South Africa,,396.0,183.0,462.0,,54.0,20.0,37.0
Sweden,,349.0,161.0,461.0,,,,
Finland,,200.0,91.0,455.0,,,,
Argentina,,257.0,115.0,448.0,,72.0,31.0,431.0
Senegal,,165.0,73.0,442.0,,,,
Spain,,349.0,150.0,43.0,,265.0,104.0,393.0
Belgium,,150.0,64.0,427.0,,60.0,29.0,483.0
Switzerland,,200.0,85.0,425.0,,46.0,13.0,283.0
North Macedonia,,120.0,50.0,417.0,,,,
Ethiopia,,470.0,195.0,415.0,,144.0,44.0,306.0
Austria,,183.0,75.0,41.0,,61.0,25.0,41.0
Netherlands,,150.0,61.0,407.0,,75.0,24.0,32.0
Republic of Moldova,,101.0,41.0,406.0,,,,
Slovenia,,90.0,36.0,40.0,,40.0,4.0,10.0
Timor-Leste,,65.0,26.0,40.0,,,,
Ecuador,,137.0,53.0,387.0,,,,
Serbia,,249.0,96.0,386.0,,,,
Australia,,151.0,58.0,384.0,,76.0,43.0,566.0
France,,577.0,215.0,373.0,,348.0,122.0,351.0
Portugal,,230.0,85.0,37.0,,,,
Albania,,140.0,50.0,357.0,,,,
Armenia,,107.0,38.0,355.0,,,,
Chile,,155.0,55.0,355.0,,50.0,12.0,24.0
Germany,,736.0,257.0,349.0,,71.0,24.0,338.0
United Kingdom,,650.0,225.0,346.0,,776.0,222.0,286.0
Angola,,220.0,74.0,336.0,,,,
Nepal,,271.0,91.0,336.0,,59.0,22.0,373.0
Luxembourg,,60.0,20.0,333.0,,,,
Uzbekistan,,144.0,48.0,333.0,,100.0,23.0,23.0
South Sudan,,550.0,178.0,324.0,,84.0,27.0,321.0
Italy,,400.0,129.0,323.0,,206.0,71.0,345.0
Croatia,,151.0,48.0,318.0,,,,
Grenada,,16.0,5.0,313.0,,13.0,4.0,308.0
Chad,,93.0,29.0,312.0,,,,
Zimbabwe,,265.0,81.0,306.0,,77.0,34.0,442.0
Canada,,338.0,103.0,305.0,,90.0,45.0,50.0
Israel,,120.0,36.0,30.0,,,,
Guinea,,81.0,24.0,296.0,,,,
Singapore,,103.0,30.0,291.0,,,,
Colombia,,187.0,54.0,289.0,,108.0,32.0,296.0
Iraq,,329.0,95.0,289.0,,,,
Lithuania,,141.0,40.0,284.0,,,,
United States of America,,433.0,123.0,284.0,,100.0,24.0,24.0
Poland,,460.0,130.0,283.0,,100.0,24.0,24.0
Malta,,79.0,22.0,279.0,,,,
Kazakhstan,,106.0,29.0,274.0,,48.0,9.0,188.0
Honduras,,128.0,35.0,273.0,,,,
Philippines,,311.0,85.0,273.0,,24.0,7.0,292.0
Montenegro,,81.0,22.0,272.0,,,,
Latvia,,100.0,27.0,27.0,,,,
Tajikistan,,63.0,17.0,27.0,,31.0,8.0,258.0
Barbados,,30.0,8.0,267.0,,19.0,8.0,421.0
Mali,,121.0,32.0,265.0,,,,
Turkmenistan,,116.0,30.0,259.0,,55.0,14.0,255.0
Czech Republic,,200.0,51.0,255.0,,81.0,15.0,185.0
Uruguay,,99.0,25.0,253.0,,31.0,10.0,323.0
Lesotho,,115.0,28.0,244.0,,33.0,7.0,212.0
Morocco,,395.0,95.0,241.0,,120.0,15.0,125.0
Kenya,,350.0,82.0,234.0,,66.0,21.0,318.0
Ireland,,160.0,37.0,231.0,,59.0,23.0,39.0
Bulgaria,,240.0,54.0,225.0,,,,
Equatorial Guinea,,100.0,22.0,22.0,,72.0,12.0,167.0
Indonesia,,575.0,126.0,219.0,,,,
Slovakia,,150.0,32.0,213.0,,,,
Greece,,300.0,63.0,21.0,,,,
Cambodia,,125.0,26.0,208.0,,62.0,10.0,161.0
Kyrgyzstan,,88.0,18.0,205.0,,,,
Pakistan,,342.0,70.0,205.0,,100.0,19.0,19.0
Ukraine,,423.0,86.0,203.0,,,,
Burkina Faso,,71.0,14.0,197.0,,,,
Somalia,,274.0,54.0,197.0,,54.0,14.0,259.0
Georgia,,147.0,28.0,191.0,,,,
Romania,,330.0,63.0,191.0,,136.0,25.0,184.0
Republic of Korea,,295.0,55.0,186.0,,,,
Madagascar,,151.0,28.0,185.0,,18.0,2.0,111.0
Azerbaijan,,120.0,22.0,183.0,,,,
Bahamas,,39.0,7.0,18.0,,16.0,4.0,25.0
Paraguay,,80.0,14.0,175.0,,45.0,7.0,156.0
Bhutan,,46.0,8.0,174.0,,24.0,3.0,125.0
Türkiye,,582.0,101.0,174.0,,,,
Libya,,170.0,28.0,165.0,,,,
Russian Federation,,450.0,73.0,162.0,,169.0,37.0,219.0
Thailand,,489.0,77.0,158.0,,248.0,26.0,105.0
Gabon,,143.0,22.0,154.0,,67.0,16.0,239.0
Malaysia,,220.0,33.0,15.0,,55.0,10.0,182.0
India,,542.0,81.0,149.0,,237.0,33.0,139.0
Brazil,,513.0,76.0,148.0,,81.0,14.0,173.0
Congo,,151.0,22.0,146.0,,69.0,13.0,188.0
Hungary,,199.0,28.0,141.0,,,,
Eswatini,,74.0,10.0,135.0,,30.0,12.0,40.0
Samoa,,54.0,7.0,13.0,,,,
Democratic Republic of the Congo,,500.0,64.0,128.0,,109.0,26.0,239.0
Jordan,,130.0,16.0,123.0,,65.0,7.0,108.0
Botswana,,63.0,7.0,111.0,,,,
Japan,,464.0,46.0,99.0,,248.0,64.0,258.0
Saint Kitts and Nevis,,11.0,1.0,91.0,,,,
Algeria,,407.0,33.0,81.0,,164.0,7.0,43.0
Benin,,81.0,6.0,74.0,,,,
Micronesia Federated States of,,14.0,1.0,71.0,,,,
Lebanon,,128.0,8.0,63.0,,,,
Qatar,,45.0,2.0,44.0,,,,
Kuwait,,50.0,2.0,4.0,,,,
Tonga,,27.0,1.0,37.0,,,,
Oman,,86.0,2.0,23.0,,85.0,15.0,177.0
Papua New Guinea,,115.0,2.0,17.0,,,,
Yemen,,250.0,0.0,0.0,,90.0,1.0,11.0
Venezuela Bolivarian Republic of,,,,,,,,
Afghanistan,,,,,,,,
Myanmar,,,,,,,,
Sweden,1994-09-01,349.0,141.0,404.0,1970-01-01,0.0,0.0,0.0
Norway,1997-09-01,165.0,60.0,364.0,1970-01-01,0.0,0.0,0.0
Finland,1995-03-01,200.0,67.0,335.0,1970-01-01,0.0,0.0,0.0
Denmark,1994-09-01,179.0,59.0,330.0,1970-01-01,0.0,0.0,0.0
Netherlands,1994-05-01,150.0,47.0,313.0,1995-05-01,75.0,17.0,227.0
New Zealand,1996-10-01,120.0,35.0,292.0,1970-01-01,0.0,0.0,0.0
Seychelles,1993-07-01,33.0,9.0,273.0,1970-01-01,0.0,0.0,0.0
Austria,1995-12-01,183.0,48.0,262.0,1994-11-01,64.0,13.0,203.0
Germany,1994-10-01,672.0,176.0,262.0,,69.0,13.0,188.0
Viet Nam,1997-07-01,450.0,118.0,262.0,1970-01-01,0.0,0.0,0.0
Iceland,1995-04-01,63.0,16.0,254.0,1970-01-01,0.0,0.0,0.0
Mozambique,1994-10-01,250.0,63.0,252.0,1970-01-01,0.0,0.0,0.0
South Africa,1994-04-01,400.0,100.0,250.0,1994-04-01,90.0,16.0,178.0
Spain,1996-03-01,348.0,86.0,247.0,1996-03-01,256.0,34.0,133.0
Cuba,1993-02-01,589.0,134.0,228.0,1970-01-01,0.0,0.0,0.0
Namibia,1994-12-01,72.0,16.0,222.0,1992-01-01,26.0,1.0,38.0
China,,2978.0,626.0,210.0,1970-01-01,0.0,0.0,0.0
Eritrea,1994-02-01,105.0,22.0,210.0,1970-01-01,0.0,0.0,0.0
Switzerland,1995-10-01,200.0,42.0,210.0,1995-10-01,46.0,8.0,174.0
Canada,1997-06-01,301.0,62.0,206.0,1994-01-01,104.0,24.0,231.0
Dem. People's Rep. of Korea,1990-04-01,687.0,138.0,201.0,1970-01-01,0.0,0.0,0.0
Grenada,1995-06-01,15.0,3.0,200.0,1995-06-01,13.0,0.0,0.0
Guyana,1992-10-01,65.0,13.0,200.0,1970-01-01,0.0,0.0,0.0
Luxembourg,1994-06-01,60.0,12.0,200.0,1970-01-01,0.0,0.0,0.0
United Kingdom,1997-05-01,659.0,120.0,182.0,,1077.0,81.0,75.0
Uganda,1996-06-01,276.0,50.0,181.0,1970-01-01,0.0,0.0,0.0
Turkmenistan,1994-12-01,50.0,9.0,180.0,1970-01-01,0.0,0.0,0.0
Lithuania,1996-10-01,137.0,24.0,175.0,1970-01-01,0.0,0.0,0.0
United Rep. of Tanzania,1995-10-01,275.0,48.0,175.0,1970-01-01,0.0,0.0,0.0
Rwanda,1994-11-01,70.0,12.0,171.0,1970-01-01,0.0,0.0,0.0
Costa Rica,1994-02-01,57.0,9.0,158.0,1970-01-01,0.0,0.0,0.0
Suriname,1996-05-01,51.0,8.0,157.0,1970-01-01,0.0,0.0,0.0
Australia,1996-03-01,148.0,23.0,155.0,1996-03-01,76.0,23.0,303.0
El Salvador,1997-03-01,84.0,13.0,155.0,1970-01-01,0.0,0.0,0.0
Czech Republic,1996-05-01,200.0,30.0,150.0,1996-11-01,81.0,9.0,111.0
Slovakia,1994-10-01,150.0,22.0,147.0,1970-01-01,0.0,0.0,0.0
Zimbabwe,1995-04-01,150.0,22.0,147.0,1970-01-01,0.0,0.0,0.0
Mexico,1997-07-01,500.0,71.0,142.0,1997-07-01,128.0,0.0,0.0
Kazakstan,1995-12-01,67.0,9.0,134.0,1995-12-01,47.0,4.0,85.0
Saint Kitts and Nevis,1995-07-01,15.0,2.0,133.0,1970-01-01,0.0,0.0,0.0
Poland,1997-09-01,460.0,60.0,130.0,1997-09-01,100.0,11.0,110.0
Portugal,1995-10-01,230.0,30.0,130.0,1970-01-01,0.0,0.0,0.0
Belgium,1995-05-01,150.0,19.0,127.0,1995-05-01,71.0,16.0,225.0
Guatemala,1995-11-01,80.0,10.0,125.0,1970-01-01,0.0,0.0,0.0
Azerbaijan,1995-11-01,125.0,15.0,120.0,1970-01-01,0.0,0.0,0.0
Ireland,1997-06-01,166.0,20.0,120.0,1997-08-01,60.0,0.0,0.0
Saint Lucia,1997-05-01,17.0,2.0,118.0,1997-05-01,11.0,2.0,182.0
Colombia,1994-03-01,163.0,19.0,117.0,1994-03-01,102.0,7.0,69.0
Dominican Republic,1994-05-01,120.0,14.0,117.0,1994-05-01,30.0,1.0,33.0
Jamaica,1993-03-01,60.0,7.0,117.0,1993-03-01,21.0,3.0,143.0
San Marino,1993-05-01,60.0,7.0,117.0,1970-01-01,0.0,0.0,0.0
Senegal,1993-05-01,120.0,14.0,117.0,1970-01-01,0.0,0.0,0.0
United States of America,1996-11-01,435.0,51.0,117.0,1996-11-01,100.0,9.0,90.0
Hungary,1994-05-01,386.0,44.0,114.0,1970-01-01,0.0,0.0,0.0
Indonesia,1997-05-01,500.0,57.0,114.0,1970-01-01,0.0,0.0,0.0
Cape Verde,1995-12-01,72.0,8.0,111.0,1970-01-01,0.0,0.0,0.0
Italy,1996-04-01,630.0,70.0,111.0,1996-04-01,326.0,26.0,80.0
Philippines,1995-05-01,217.0,24.0,111.0,1995-05-01,24.0,4.0,167.0
Trinidad and Tobago,1995-11-01,36.0,4.0,111.0,1995-11-01,31.0,9.0,290.0
Estonia,1995-03-01,101.0,11.0,109.0,1970-01-01,0.0,0.0,0.0
France,1997-05-01,577.0,63.0,109.0,1995-09-01,321.0,18.0,56.0
Bulgaria,1997-04-01,240.0,26.0,108.0,1970-01-01,0.0,0.0,0.0
Nicaragua,1996-10-01,93.0,10.0,108.0,1970-01-01,0.0,0.0,0.0
Peru,1995-04-01,120.0,13.0,108.0,1970-01-01,0.0,0.0,0.0
Barbados,1994-09-01,28.0,3.0,107.0,1994-09-01,21.0,6.0,286.0
Russian Federation,1995-12-01,450.0,46.0,102.0,,178.0,1.0,6.0
Guinea-Bissau,1994-07-01,100.0,10.0,100.0,1970-01-01,0.0,0.0,0.0
Panama,1994-05-01,72.0,7.0,97.0,1970-01-01,0.0,0.0,0.0
Zambia,1996-11-01,155.0,15.0,97.0,1970-01-01,0.0,0.0,0.0
Syrian Arab Republic,1994-08-01,250.0,24.0,96.0,1970-01-01,0.0,0.0,0.0
Angola,1992-09-01,220.0,21.0,95.0,1970-01-01,0.0,0.0,0.0
Saint Vincent & the Grenadines,1994-02-01,21.0,2.0,95.0,1970-01-01,0.0,0.0,0.0
Dominica,1995-06-01,32.0,3.0,94.0,1970-01-01,0.0,0.0,0.0
Lao People's Democratic Rep.,1992-12-01,85.0,8.0,94.0,1970-01-01,0.0,0.0,0.0
Bangladesh,1996-06-01,330.0,30.0,91.0,1970-01-01,0.0,0.0,0.0
Burkina Faso,1997-05-01,111.0,10.0,90.0,1995-12-01,176.0,21.0,119.0
Ghana,1996-12-01,200.0,18.0,90.0,1970-01-01,0.0,0.0,0.0
Latvia,1995-09-01,100.0,9.0,90.0,1970-01-01,0.0,0.0,0.0
Equatorial Guinea,1993-11-01,80.0,7.0,88.0,1970-01-01,0.0,0.0,0.0
Botswana,1994-10-01,47.0,4.0,85.0,1970-01-01,0.0,0.0,0.0
Gabon,1996-12-01,120.0,10.0,83.0,1997-01-01,89.0,10.0,112.0
Tuvalu,1993-11-01,12.0,1.0,83.0,1970-01-01,0.0,0.0,0.0
Côte d'Ivoire,1995-11-01,175.0,14.0,80.0,1970-01-01,0.0,0.0,0.0
Croatia,1995-10-01,127.0,10.0,79.0,1997-04-01,68.0,4.0,59.0
Mongolia,1996-06-01,76.0,6.0,79.0,1970-01-01,0.0,0.0,0.0
Honduras,1993-11-01,128.0,10.0,78.0,1970-01-01,0.0,0.0,0.0
Malaysia,1995-04-01,192.0,15.0,78.0,1995-04-01,69.0,12.0,174.0
Slovenia,1996-11-01,90.0,7.0,78.0,1970-01-01,0.0,0.0,0.0
Mauritius,1995-12-01,66.0,5.0,76.0,1970-01-01,0.0,0.0,0.0
Chile,1993-12-01,120.0,9.0,75.0,1993-12-01,46.0,3.0,65.0
Israel,1996-05-01,120.0,9.0,75.0,1970-01-01,0.0,0.0,0.0
Romania,1996-11-01,343.0,25.0,73.0,1996-11-01,143.0,2.0,14.0
Sao Tome and Principe,1994-10-01,55.0,4.0,73.0,1970-01-01,0.0,0.0,0.0
Benin,1995-03-01,83.0,6.0,72.0,1970-01-01,0.0,0.0,0.0
India,1996-04-01,545.0,39.0,72.0,1996-04-01,245.0,19.0,78.0
Andorra,1997-02-01,28.0,2.0,71.0,1970-01-01,0.0,0.0,0.0
Uruguay,1994-11-01,99.0,7.0,71.0,1994-11-01,31.0,2.0,65.0
Guinea,1995-06-01,114.0,8.0,70.0,1970-01-01,0.0,0.0,0.0
Georgia,1995-11-01,231.0,16.0,69.0,1970-01-01,0.0,0.0,0.0
Tunisia,1994-03-01,163.0,11.0,67.0,1970-01-01,0.0,0.0,0.0
Brazil,1994-10-01,513.0,34.0,66.0,1994-10-01,81.0,6.0,74.0
Iraq,1996-03-01,250.0,16.0,64.0,1970-01-01,0.0,0.0,0.0
Armenia,1995-07-01,190.0,12.0,63.0,1970-01-01,0.0,0.0,0.0
Greece,1996-09-01,300.0,19.0,63.0,1970-01-01,0.0,0.0,0.0
Maldives,1994-12-01,48.0,3.0,63.0,1970-01-01,0.0,0.0,0.0
Uzbekistan,1994-12-01,250.0,15.0,60.0,1970-01-01,0.0,0.0,0.0
Venezuela,1993-12-01,203.0,12.0,59.0,1993-12-01,50.0,4.0,80.0
Cambodia,1993-05-01,120.0,7.0,58.0,1970-01-01,0.0,0.0,0.0
Malta,1996-10-01,69.0,4.0,58.0,1970-01-01,0.0,0.0,0.0
Malawi,1994-05-01,177.0,10.0,56.0,1970-01-01,0.0,0.0,0.0
Monaco,1993-01-01,18.0,1.0,56.0,1970-01-01,0.0,0.0,0.0
Thailand,1996-11-01,393.0,22.0,56.0,1996-03-01,260.0,21.0,81.0
Cyprus,1996-05-01,56.0,3.0,54.0,1970-01-01,0.0,0.0,0.0
Antigua and Barbuda,1994-03-01,19.0,1.0,53.0,1994-03-01,17.0,3.0,176.0
Sri Lanka,1994-08-01,225.0,12.0,53.0,1970-01-01,0.0,0.0,0.0
Sudan,1996-03-01,400.0,21.0,53.0,1970-01-01,0.0,0.0,0.0
Yugoslavia,1996-11-01,138.0,7.0,51.0,1993-12-01,40.0,3.0,75.0
Iran Islamic Rep. of,1996-03-01,266.0,13.0,49.0,1970-01-01,0.0,0.0,0.0
Republic of Moldova,1994-02-01,104.0,5.0,48.0,1970-01-01,0.0,0.0,0.0
Singapore,1997-01-01,84.0,4.0,48.0,1970-01-01,0.0,0.0,0.0
Japan,1996-10-01,500.0,23.0,46.0,1995-07-01,252.0,35.0,139.0
Lesotho,1993-03-01,65.0,3.0,46.0,1993-05-01,33.0,8.0,242.0
Fiji,1994-02-01,70.0,3.0,43.0,1994-02-01,34.0,3.0,88.0
Samoa,1996-04-01,49.0,2.0,41.0,1970-01-01,0.0,0.0,0.0
Liechtenstein,1997-02-01,25.0,1.0,40.0,1970-01-01,0.0,0.0,0.0
Ukraine,1994-03-01,450.0,17.0,38.0,1970-01-01,0.0,0.0,0.0
Ecuador,1996-05-01,82.0,3.0,37.0,1970-01-01,0.0,0.0,0.0
Madagascar,1993-06-01,134.0,5.0,37.0,1970-01-01,0.0,0.0,0.0
Haiti,1995-06-01,83.0,3.0,36.0,1997-04-01,27.0,0.0,0.0
Central African Republic,1993-08-01,85.0,3.0,35.0,1970-01-01,0.0,0.0,0.0
Belize,1993-06-01,29.0,1.0,34.0,1993-06-01,8.0,3.0,375.0
Nepal,1994-11-01,205.0,7.0,34.0,1995-06-01,60.0,5.0,83.0
The F.Y.R. of Macedonia,1994-10-01,120.0,4.0,33.0,1970-01-01,0.0,0.0,0.0
Algeria,1997-06-01,380.0,12.0,32.0,1970-01-01,0.0,0.0,0.0
Swaziland,1993-09-01,64.0,2.0,31.0,1993-09-01,30.0,6.0,200.0
Kenya,1992-12-01,202.0,6.0,30.0,1970-01-01,0.0,0.0,0.0
Republic of Korea,1996-04-01,299.0,9.0,30.0,1970-01-01,0.0,0.0,0.0
Tajikistan,1995-02-01,181.0,5.0,28.0,1970-01-01,0.0,0.0,0.0
Paraguay,1993-05-01,80.0,2.0,25.0,1993-05-01,45.0,5.0,111.0
Turkey,1995-12-01,550.0,13.0,24.0,1970-01-01,0.0,0.0,0.0
Lebanon,1996-08-01,128.0,3.0,23.0,1970-01-01,0.0,0.0,0.0
Pakistan,1997-02-01,217.0,5.0,23.0,1997-03-01,87.0,3.0,34.0
Bhutan,,150.0,3.0,20.0,1970-01-01,0.0,0.0,0.0
Egypt,1995-11-01,454.0,9.0,20.0,1970-01-01,0.0,0.0,0.0
Ethiopia,1995-05-01,537.0,11.0,20.0,1995-05-01,120.0,0.0,0.0
Congo,1993-10-01,125.0,2.0,16.0,1996-10-01,60.0,2.0,33.0
Kyrgyzstan,1995-02-01,70.0,1.0,14.0,1995-02-01,35.0,4.0,114.0
Mauritania,1996-10-01,79.0,1.0,13.0,1996-04-01,56.0,0.0,0.0
Niger,1996-11-01,83.0,1.0,12.0,1970-01-01,0.0,0.0,0.0
Togo,1994-02-01,81.0,1.0,12.0,1970-01-01,0.0,0.0,0.0
Morocco,1993-09-01,333.0,2.0,6.0,1970-01-01,0.0,0.0,0.0
Comoros,1996-12-01,43.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Djibouti,1992-12-01,65.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Jordan,1997-11-01,80.0,0.0,0.0,1993-11-01,40.0,2.0,50.0
Kiribati,1994-07-01,41.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Kuwait,1996-10-01,50.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Micronesia Fed. States of,1997-03-01,14.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Palau,1996-11-01,16.0,0.0,0.0,1996-11-01,14.0,1.0,71.0
Tonga,1996-01-01,30.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
United Arab Emirates,1995-11-01,40.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Albania,1997-06-01,155.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Argentina,1997-10-01,257.0,0.0,0.0,1995-12-01,72.0,4.0,56.0
Belarus,1996-11-01,110.0,0.0,0.0,1996-11-01,64.0,0.0,0.0
Bolivia,1997-06-01,130.0,0.0,0.0,1997-06-01,27.0,1.0,37.0
Bosnia and Herzegovina,1996-09-01,42.0,0.0,0.0,1996-09-01,15.0,0.0,0.0
Liberia,1997-07-01,64.0,0.0,0.0,1997-07-01,26.0,0.0,0.0
Libyan Arab Jamahiriya,,760.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Marshall Islands,1995-11-01,33.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Nauru,1997-02-01,18.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Solomon Islands,1997-08-01,50.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Vanuatu,1995-11-01,50.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Yemen,1997-04-01,301.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Finland,1999-03-01,200.0,74.0,370.0,1970-01-01,0.0,0.0,0.0
Netherlands,1998-05-01,150.0,54.0,360.0,1995-05-01,75.0,17.0,227.0
Germany,1998-09-01,669.0,207.0,309.0,,69.0,13.0,188.0
South Africa,1999-06-01,400.0,120.0,300.0,1999-06-01,54.0,17.0,315.0
Switzerland,1999-10-01,200.0,45.0,225.0,1999-10-01,46.0,0.0,0.0
Australia,1998-10-01,147.0,33.0,224.0,1998-10-01,76.0,22.0,289.0
Namibia,1994-12-01,72.0,16.0,222.0,1998-11-01,26.0,2.0,77.0
China,,2979.0,650.0,218.0,1970-01-01,0.0,0.0,0.0
Spain,1996-03-01,348.0,75.0,216.0,1996-03-01,257.0,34.0,132.0
Canada,1997-06-01,301.0,62.0,206.0,1999-01-01,105.0,32.0,305.0
Guyana,1997-12-01,65.0,12.0,185.0,1970-01-01,0.0,0.0,0.0
United Kingdom,1997-05-01,659.0,121.0,184.0,,1165.0,103.0,88.0
Mexico,1997-07-01,500.0,91.0,182.0,1997-07-01,128.0,22.0,172.0
Uganda,1996-06-01,279.0,50.0,179.0,1970-01-01,0.0,0.0,0.0
Ecuador,1998-05-01,121.0,21.0,174.0,1970-01-01,0.0,0.0,0.0
El Salvador,1997-03-01,84.0,14.0,167.0,1970-01-01,0.0,0.0,0.0
United Rep. of Tanzania,1995-10-01,275.0,45.0,164.0,1970-01-01,0.0,0.0,0.0
Czech Republic,1998-06-01,200.0,30.0,150.0,1998-11-01,81.0,9.0,111.0
Zimbabwe,1995-04-01,150.0,21.0,140.0,1970-01-01,0.0,0.0,0.0
San Marino,1998-05-01,60.0,8.0,133.0,1970-01-01,0.0,0.0,0.0
United States of America,1998-11-01,435.0,58.0,133.0,1998-11-01,100.0,9.0,90.0
Slovakia,1998-09-01,150.0,19.0,127.0,1970-01-01,0.0,0.0,0.0
Philippines,1998-05-01,217.0,27.0,124.0,1998-05-01,23.0,4.0,174.0
Senegal,1998-05-01,140.0,17.0,121.0,1999-01-01,60.0,11.0,183.0
Venezuela,1998-11-01,206.0,25.0,121.0,1998-11-01,57.0,5.0,88.0
Israel,1999-05-01,120.0,14.0,117.0,1970-01-01,0.0,0.0,0.0
Fiji,1999-05-01,71.0,8.0,113.0,1994-02-01,32.0,3.0,94.0
France,1997-05-01,577.0,63.0,109.0,1998-09-01,321.0,19.0,59.0
Zambia,1996-11-01,158.0,15.0,95.0,1970-01-01,0.0,0.0,0.0
Republic of Moldova,1998-03-01,101.0,9.0,89.0,1970-01-01,0.0,0.0,0.0
Gabon,1996-12-01,120.0,10.0,83.0,1997-01-01,91.0,10.0,110.0
Malawi,1999-06-01,193.0,16.0,83.0,1970-01-01,0.0,0.0,0.0
Cambodia,1998-07-01,122.0,10.0,82.0,1999-01-01,61.0,0.0,0.0
Samoa,1996-04-01,49.0,4.0,82.0,1970-01-01,0.0,0.0,0.0
Burkina Faso,1997-05-01,111.0,9.0,81.0,1995-12-01,176.0,21.0,119.0
Malaysia,1995-04-01,192.0,15.0,78.0,1998-03-01,69.0,12.0,174.0
The F.Y.R. of Macedonia,1998-10-01,120.0,9.0,75.0,1970-01-01,0.0,0.0,0.0
Belize,1998-08-01,29.0,2.0,69.0,1998-08-01,8.0,3.0,375.0
